miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50
hsa-miR-193a-5p	327.213987	329.887431	257.959185	122.969213	195.64757	108.464746	174.230701	218.385039	283.040874	464.638374	180.658604	156.493005	80.475307	100.717138	646.48928	164.594532	303.852033	47.746232	225.930562	116.367481	144.534118	103.968956	298.021005	248.743419	153.349171	417.224724	141.178641	142.959792	161.045731	185.169235	166.520541	498.54839	312.901019	171.783485	300.458928	177.77857	170.528969	166.225825	66.008762	381.817696	241.427864	336.135439	431.212002	421.599326	212.300347	334.828377	263.071571	252.27435	255.245915	86.239463	359.872676	443.667476	378.592325	362.106903	324.201722	436.845874	199.486731	262.827064	544.647756	620.264351	673.008368	184.042428	3243.808641	152.364425	775.280005	223.682117	415.741136	269.435645	255.023182	622.26129	671.693004	244.307893	259.813984	266.779663	262.805707	498.38589	297.197954	237.388614	240.69198	219.653713	257.98938	354.270493	331.942783	484.203169	416.539706	453.746394	549.497604	409.644352	331.46265	361.719513	687.042085	542.264411	439.469761	589.363902	466.926632	578.651301	376.973548	329.238794	496.845989	394.448334
hsa-miR-193b-3p	5.001087	25.533081	23.510206	82.882334	36.060533	59.674821	28.890294	11.180122	37.705265	9.707726	5.03383	59.424727	7.16447	8.616485	125.801887	21.512354	2.492742	16.314833	24.757875	7.480767	12.798441	42.545955	15.283129	14.091902	19.378266	15.538023	4.677604	10.810231	27.050651	10.814189	15.688341	11.700785	33.866934	30.953611	14.245895	17.043668	29.539523	7.365495	91.934684	34.909046	9.544459	3.29904	10.823023	4.896427	15.514766	2.997775	9.743392	25.550865	12.804979	11.283666	39.622538	17.521423	53.881166	60.266208	283.000637	132.26869	37.319456	55.038508	60.162519	20.794615	9.015982	57.319337	94.192453	28.622131	138.065628	88.847789	19.248281	66.867239	22.023279	45.686619	74.727631	78.862367	27.285617	29.608613	62.301882	46.236448	23.762063	8.540117	19.960533	80.890435	29.431178	70.854098	58.566341	35.913085	94.538877	35.793293	47.592192	69.736185	101.222234	85.076885	86.536485	9.737633	32.598367	50.998544	20.907162	6.809826	25.370917	8.976326	22.509044	20.110258
hsa-miR-193b-5p	0.952588	7.787589	2.612245	6.09429	5.626466	8.195684	2.22233	1.118013	4.273263	1.713128	1.491506	2.130768	0.333232	0	18.27438	1.334099	0.655985	1.382613	2.511668	0.415598	3.309942	1.306872	0.849063	0	0.745318	0.575482	1.488329	0.661851	0.880719	1.138335	1.120596	1.26495	1.227065	1.448122	1.295081	1.442157	2.236059	1.673976	16.203702	4.54545	0.4694	0.54984	0.569633	0.675369	5.304195	0.691794	0.81195	5.174859	1.422775	1.151394	4.135362	3.963179	5.221963	7.135112	9.840679	15.741243	3.447178	3.879366	4.954561	1.62458	1.387074	5.715604	8.073639	1.506428	6.790111	7.143541	1.957452	6.461958	0.797945	3.342923	9.12704	5.882506	2.745722	0.755321	4.856494	3.89784	1.377511	0.667196	1.748368	5.754401	1.435667	4.212133	4.412532	2.244568	5.0942	1.250421	5.56789	10.408386	7.230159	8.279295	9.822145	1.39109	6.933235	9.495546	3.871698	2.76074	4.786965	0.641166	1.235253	1.795558
hsa-miR-194-3p	1.428882	2.042646	1.959184	2.708573	3.068981	2.305036	5.555826	0.869565	1.256842	4.568343	2.237257	0.947008	2.999081	2.872161	1.853922	2.001149	1.836756	2.580876	0.956826	1.454593	0.441326	1.742496	1.132084	0.640541	1.490635	1.342791	3.401894	1.985553	1.006536	1.897226	0.672357	3.478613	0.736238	3.07726	1.133196	0.917736	2.353747	3.013157	3.411305	1.999997	2.190532	5.131839	2.848164	2.026108	2.784703	2.075383	1.623899	1.617144	0.56911	2.187649	1.250225	3.128826	4.035154	4.332032	3.460458	5.70488	3.147424	2.909525	2.300332	1.949495	5.409588	2.612847	14.353136	2.367244	3.319611	2.530004	1.522462	3.371457	1.915068	3.183737	2.99481	1.654455	1.372861	2.417029	3.330167	2.28494	3.443777	2.001589	4.225222	1.644114	2.871335	2.707799	3.209115	5.362022	2.961745	2.657145	5.170184	5.055501	4.016755	3.996901	5.419114	3.651611	2.919257	2.667289	3.097358	4.969334	1.914786	2.724957	7.411514	4.812096
hsa-miR-195-3p	1.667029	3.191635	2.938775	5.146289	3.836226	3.201439	10.889419	2.857143	3.519158	1.332434	2.05082	0.710256	1.999387	0.574432	5.296921	0.333524	1.967954	0.829567	2.750876	1.870191	1.323978	4.065825	1.132084	0.854054	0.931647	0.383654	1.063092	1.985553	2.767974	2.086949	4.034144	0.632475	1.472476	2.534213	0.971311	2.359892	1.176873	1.506579	1.535087	3.63636	3.911664	2.01608	2.278531	0.844212	1.856468	4.842559	2.165198	0	0.56911	1.036255	2.788964	3.754591	5.221964	12.359031	3.893016	4.965358	4.945951	5.091668	3.538971	3.89899	3.467686	5.388997	8.97071	4.519284	5.733873	2.976475	4.349893	6.040527	8.617806	7.322594	5.56179	3.860396	6.349484	2.870222	7.076606	6.989231	3.788155	3.069105	4.808012	7.234104	3.014901	4.813866	4.813672	5.985514	5.80502	5.939499	6.230733	4.609428	4.659435	1.427465	4.741725	4.434101	5.960149	3.52082	4.904149	3.31289	6.701751	7.693994	4.94101	6.320366
hsa-miR-195-5p	31.673551	94.217074	27.755103	13.272007	17.135147	11.012949	27.77913	52.919243	46.000426	10.469116	14.915054	15.862377	46.985584	8.807962	55.882522	12.673946	35.291967	15.807875	24.997081	50.079577	30.010138	65.779243	15.000107	14.732444	20.868903	8.824061	9.355211	27.135887	64.795743	25.233104	20.170725	13.914449	14.724754	31.677671	5.342211	25.172187	24.478968	13.726604	14.498049	35.090864	40.6813	31.157593	33.608333	10.299383	26.123153	74.021976	28.959527	9.702859	10.243983	8.405181	111.558606	39.214614	55.305336	46.250813	111.275373	23.55904	58.751913	78.799626	72.725871	67.582498	69.63112	74.792753	16.147278	82.638331	84.348291	63.101277	88.737841	57.876687	74.208874	101.242821	64.602322	123.900314	61.263933	62.842774	62.30188	79.166474	94.187303	53.50918	62.795546	86.316018	61.59012	75.96883	108.307616	106.242878	86.127524	112.225255	58.86054	89.363432	100.097542	53.387174	58.763519	140.847898	106.309595	81.83239	78.466388	68.098276	153.1829	44.240461	59.292118	38.999534
hsa-miR-196a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196b-3p	0	0	0	0	0	0	0	0	0	0	0.559314	0	0	0	0	0	0	0.046087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196b-5p	5.953675	22.213782	16.979592	16.251437	4.091976	4.73813	3.555729	3.229814	20.109476	7.233207	2966.045132	15.625626	5.331697	14.743763	1.853922	6.503734	2.361545	7.973067	13.036756	2.077991	5.957895	10.019354	4.245313	14.945956	9.875462	8.440408	7.229026	17.42874	12.707515	13.849749	16.3607	14.546925	6.626139	3.620306	4.370901	18.354719	2.706809	7.030699	0	12.545439	5.319863	8.980718	8.544492	8.948644	4.37596	5.764951	2.977148	10.349717	1.70733	5.181275	5.289417	5.631886	29.907608	10.447842	30.170873	4.859712	31.174486	13.092862	17.340962	19.819867	6.796663	32.007379	5.382426	15.279484	11.467747	24.10945	12.832187	20.790655	12.926707	25.310705	10.553139	19.485807	32.262238	9.063862	23.588686	14.516094	61.987987	9.741074	23.602967	15.619088	76.233923	62.580265	70.19938	19.328223	19.310572	10.003365	25.585775	24.385362	31.009351	94.783646	7.789977	4.521043	3.284163	4.907811	4.990186	4.233136	5.744359	4.007289	12.627026	6.1049
hsa-miR-197-3p	106.213565	211.158595	184.816327	285.348167	520.959607	217.313662	511.358219	119.378852	322.50572	314.454158	136.472753	579.568642	112.96534	290.279818	204.461172	218.792324	110.467795	241.818997	183.3518	158.342894	109.228073	241.335762	176.038997	201.129872	199.186224	189.141874	186.041131	227.235474	216.908469	195.224532	321.835124	183.417739	415.238062	210.158721	158.971264	198.75539	182.768454	149.820861	309.746543	268.726932	160.065268	137.093408	522.922877	197.545539	209.913459	246.509321	287.97135	271.35664	272.603776	334.36502	265.04786	306.8335	345.361651	463.909651	584.060544	565.839542	538.809012	411.455284	337.617909	355.457936	382.83246	347.182079	1903.584605	260.612033	283.374045	285.741628	144.525233	238.109187	391.790936	330.471845	272.670281	339.347154	306.319656	503.195389	245.599844	212.768302	368.13976	183.612551	374.005033	254.344529	214.057966	226.552596	253.319479	267.352972	276.271501	278.843806	306.366458	197.015886	304.148714	385.129932	282.979374	217.357868	240.838673	278.998301	264.738023	252.883867	274.293133	246.84895	339.831676	424.32643
hsa-miR-1976	6.429969	13.660199	10.122449	5.552575	38.873764	15.623022	24.890099	7.453413	23.377263	23.793445	12.864234	30.067491	5.66493	19.339222	15.625918	10.506034	11.676525	15.024392	13.634771	12.052345	10.591813	7.260402	14.151044	25.621641	11.738757	18.990917	14.032815	11.913316	9.939542	13.470302	13.671269	23.085335	25.277495	15.386296	11.979504	12.454988	14.240168	8.872073	29.337229	15.272709	11.265592	10.996799	10.823024	15.026968	8.75192	11.760501	18.945483	23.93372	19.918855	24.985264	20.772981	26.907899	19.701044	19.366731	24.872046	31.271192	36.869824	20.609132	33.266335	29.567342	32.873658	25.801867	215.297034	15.494688	33.648781	16.370615	28.926795	15.733467	17.873966	29.608749	43.068215	14.33861	10.639673	19.940495	14.291969	21.370915	31.338371	15.212086	18.649258	11.673212	33.594611	30.838834	25.672917	19.57762	17.533525	18.912613	25.055499	22.601066	23.618522	29.976755	24.724708	15.823653	12.285204	19.737932	19.87471	28.159557	18.908515	16.990902	26.489302	26.717911
hsa-miR-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108747	0	0	0.159187	0	0	0	0	0	0	0.172189	0	0	0	0	0.300866	0	0	0.11847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199b-3p	475.81772	1774.804591	3295.673469	1256.777866	1378.995683	298.11798	263.568382	1318.50899	4103.841312	698.765862	164.811358	2097.148301	1029.184217	174.435958	531.016388	1503.363432	380.995814	455.709215	4923.229058	877.327686	1514.629281	1870.424767	1320.009463	337.138076	787.614751	265.68103	338.913786	527.715778	1574.599467	1037.592768	677.512242	322.562233	826.304103	1444.863835	1229.841851	3526.072749	1636.913342	702.065569	309.234848	2330.724308	1424.627803	360.878235	570.202396	173.90761	248.368863	722.463708	174.298451	152.658324	473.499665	266.778152	1816.001003	203.165079	3016.158417	2837.353482	2038.967142	1600.641313	3688.031531	2498.554328	3677.168626	2254.103687	719.197937	3070.585414	1342.915249	2565.661965	2806.881792	2535.063997	4886.56237	2199.876013	2709.022858	3250.117362	2271.491754	2005.199768	3511.778979	2332.735872	2420.615401	2601.203386	2890.189836	1883.09618	1962.980059	2780.197822	2172.164341	2895.54075	4088.612481	4796.142735	2901.206164	4537.151328	3946.042385	3003.860322	3825.075763	3505.852891	3080.427785	1939.614678	1438.220441	1190.037107	968.440423	1004.541603	1145.999581	2824.817552	2782.612036	1803.17186
hsa-miR-199b-5p	7.382557	72.769285	218.12245	112.947493	101.020639	3.073382	14.66738	88.944077	157.105279	21.509274	2.237258	169.040854	44.819583	0.76591	13.242303	102.558901	1.180773	25.993122	366.225185	17.247323	66.198833	102.9525	64.811786	2.989192	29.440059	4.987514	11.906632	4.412339	134.8758	45.723142	38.100258	1.423069	52.027464	59.010975	55.040967	130.842929	119.217285	4.854531	3.581871	110.545315	41.463633	9.897119	20.50678	3.714531	3.182516	23.751599	1.082599	1.940572	21.057076	1.727091	121.945097	1.668708	229.291654	601.770196	309.386633	209.073274	373.794067	305.742552	195.882088	93.413307	84.1954	460.187721	98.677807	226.609802	175.637585	238.564496	222.497085	259.742704	229.488948	186.248584	134.053381	208.829017	301.514644	261.643475	364.098299	126.747005	323.026283	181.477523	182.413048	208.638145	143.279578	173.90093	163.664843	275.208959	169.767181	300.41356	177.244462	170.251462	220.278861	75.655621	190.177043	205.620543	180.872277	119.174419	124.668637	84.662721	131.162859	399.927359	158.524063	255.903024
hsa-miR-19a-3p	7.14441	13.404867	33.306123	65.547467	47.057715	26.123742	16.223012	12.919252	12.317053	15.989196	25.72847	53.979433	25.15895	34.082986	17.744687	28.516376	8.265406	22.306154	22.844222	8.311962	10.150488	23.233286	24.056777	18.362175	20.123584	9.783199	24.451119	26.91527	27.805553	21.059207	8.964767	9.803361	10.307328	9.231779	5.180326	8.128518	11.297985	10.546049	13.815788	11.999986	11.422058	4.21544	15.380084	14.182756	11.536622	12.452295	7.036895	76.005735	8.536652	28.784865	11.732887	7.509182	32.993312	33.254715	115.600946	32.64459	73.58977	38.551201	18.933501	9.422561	15.257815	101.737739	0.897071	33.787026	10.562397	31.699463	12.614692	30.76455	25.215058	8.118527	11.408798	43.56732	34.493138	51.966139	35.521785	13.172011	75.935283	19.749024	39.192582	30.416119	33.307478	28.8832	43.724186	21.448092	16.467299	22.35127	21.211006	30.333011	22.49383	44.536894	15.918649	18.953606	15.326097	15.47027	15.916976	11.96321	12.68546	35.745011	20.862041	38.496778
hsa-miR-19a-5p	0	0	0	0	0	0	0	0	0	0.190348	0	0	0	0	0	0	0	0.046087	0	0	0	0	0	0	0	0.191827	0	0	0.125817	0.189723	0	0	0.245413	0	0	0	0	0	0	0	0	0	0	0	0.132605	0	0	0	0.284555	0	0	0	0	0	0	0	0	0	0.176949	0.162458	0	0.163303	0	0	0	0	0	0	0	0	0	0.183828	0	0	0	0	0	0	0	0	0.143567	0.150433	0	0.249396	0.11847	0	0	0	0.16067	0.570986	0	0	0	0	0	0	0	0	0	0.071822
hsa-miR-19b-1-5p	2.619617	3.957628	9.795919	19.637155	12.020177	6.78705	3.555728	3.354037	6.032842	8.184945	7.830404	11.364091	7.331084	8.042053	2.383615	10.506032	3.804711	13.411345	9.448658	4.571579	9.047174	6.098737	9.905732	9.608116	8.943815	9.975027	8.717356	10.589614	7.549019	7.588903	10.5336	5.850393	5.399078	7.421626	5.989752	6.817467	8.002739	7.365496	7.846003	8.90908	5.945729	1.64952	5.126696	6.078325	4.641169	2.767176	2.165198	19.729149	7.967542	6.67809	6.731985	2.294472	13.529632	5.096508	11.030211	11.304113	8.243253	10.668257	9.555224	8.610271	4.161222	12.411025	8.073639	3.873672	5.884764	9.524721	4.567388	7.304824	7.979449	4.298045	8.413989	10.662044	9.781637	14.804307	10.684287	10.618254	9.298198	4.536938	12.238575	7.234104	13.638838	11.282499	10.830762	16.709561	12.794735	16.568074	12.461466	13.084828	9.961553	16.273096	10.668882	4.868816	4.622157	7.255023	6.796978	4.417186	5.026314	9.136617	14.823029	12.712555
hsa-miR-19b-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131197	0	0	0	0	0	0	0	0	0	0	0.220617	0	0	0	0	0	0	0	0	0.117687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200a-3p	172.180286	110.430582	288.326533	987.274855	858.803319	271.86618	250.901099	216.273239	166.657279	657.460446	2.050821	603.717336	489.183239	802.482004	201.018173	313.680154	330.353809	862.473934	346.610252	370.297948	7.502536	193.271901	334.5307	1.494596	503.275948	281.219056	765.426369	307.319432	533.463983	254.038531	244.962248	150.529041	430.208227	625.407736	252.702795	225.500841	494.404551	719.809717	885.916047	486.181201	425.119579	331.920002	529.188838	272.680378	80.756346	80.939917	76.864534	538.832138	399.515344	453.534369	115.693968	159.152929	310.706805	231.763709	332.744729	444.663672	355.359157	285.8608	334.432835	108.84681	235.386481	416.42253	217.988247	214.773583	394.581005	189.899125	210.643623	241.761597	397.855316	156.958209	385.046946	302.397653	199.408094	378.416224	272.518696	336.289507	211.275721	164.797604	448.602063	247.110426	425.818866	133.584797	301.255629	228.197732	322.237773	205.225291	365.757272	311.062061	315.556296	179.004053	466.721216	245.005789	178.074656	226.186002	257.596893	293.006637	202.967343	412.109516	516.335527	618.534059
hsa-miR-200a-5p	405.564352	159.071106	333.061226	812.165612	744.228012	414.266175	328.904895	294.285645	274.242978	1000.657082	6.525336	464.980725	478.186611	577.495999	278.088382	339.695097	337.963229	1168.999218	375.91305	776.960734	5.075244	187.899204	420.852075	2.775678	475.326525	359.292831	717.58722	303.127709	448.28589	223.682918	454.513672	144.046172	932.813158	1085.186506	587.643268	358.572556	777.560315	1339.850458	812.743546	630.726471	727.099991	1275.078656	570.202396	562.751522	232.854095	195.547152	264.96612	783.020775	700.290075	373.167022	174.743092	399.029563	269.643185	331.655268	273.268096	546.717628	268.130548	251.916345	335.494526	113.883004	450.937803	190.24794	313.974841	243.826121	540.945665	184.541468	300.686434	244.711622	292.207413	266.478741	431.680408	279.970595	179.844819	274.33288	304.710314	311.827203	266.376149	249.264713	390.031737	237.245738	386.050887	217.075293	212.804408	263.362627	344.39162	186.468981	434.82561	248.165669	369.86283	179.289546	470.954902	421.935094	337.295778	440.10248	493.942473	604.050118	373.862019	324.750632	515.923775	609.987199
hsa-miR-200b-3p	864.949928	344.313621	856.489797	1961.954843	2515.79758	625.176964	685.366685	896.27307	382.331409	1936.595993	7.271089	1163.162067	1483.044955	2049.57466	612.059287	804.295265	888.334247	1281.036951	983.976034	1739.693841	7.723198	501.403362	923.78021	5.337841	1269.276481	591.97954	1801.728626	710.607244	1104.924692	704.250203	484.545638	265.639484	1038.831384	1129.354231	564.655572	541.333122	1084.371236	1576.215883	1842.957819	1032.544141	893.73685	1397.326386	1291.357476	830.704316	270.646476	411.156333	602.19573	895.897374	830.047194	791.814134	283.512731	942.81946	854.02833	489.77443	671.437123	1199.292471	729.153223	549.900167	520.582751	220.292945	972.616382	517.996965	366.902029	523.806512	804.854718	495.583137	500.346577	692.272607	1093.024894	471.988931	759.398143	678.878136	630.143295	1037.96323	757.335563	663.84248	616.263895	566.85038	1132.505308	585.140392	769.230437	302.972728	501.424146	410.506521	563.205281	362.465686	782.420956	564.729309	572.949979	368.856836	917.015748	600.864091	508.315564	654.872494	756.529552	766.013587	715.412018	726.60149	916.145573	1189.090786
hsa-miR-200b-5p	18.099172	7.659925	10.775511	23.835444	40.919751	9.092087	11.556118	15.652171	5.781473	39.78264	0.186438	18.940152	26.991718	38.104012	9.004766	14.508333	20.073128	34.887931	15.548425	32.624455	0.220663	8.712482	10.754794	0	16.955982	10.358681	25.726829	10.14838	22.772874	8.916963	11.205958	5.217918	23.559606	29.867519	14.084013	12.323883	26.008903	33.479523	30.019489	21.454518	22.531181	43.07079	55.824011	24.313295	8.884525	7.609736	10.555342	19.082292	16.504195	13.586456	5.962614	13.558245	10.206564	7.389937	19.681358	19.967079	14.837856	12.60794	15.04063	6.33586	32.59624	29.394532	31.397485	9.038568	18.861423	7.44119	10.65724	11.940578	22.980814	11.302265	17.398418	17.096038	6.6927	30.515	12.071857	12.231153	16.013564	8.940437	15.881009	8.384983	39.624413	9.627733	35.099693	10.973443	10.425342	7.971432	12.06376	15.017814	21.529807	5.424365	15.07191	14.954221	13.136655	17.710792	24.606785	22.085927	26.328312	8.655743	14.274029	21.259413
hsa-miR-200c-3p	12982.82222	7582.304296	6265.469388	24803.62169	22865.44664	24494.46401	22634.43487	8168.569398	4733.770645	13355.35528	24578.51919	13563.75291	8577.534796	17937.99079	22843.76888	11976.21167	8779.434523	17513.05083	6924.670039	12534.8557	8303.31952	7935.764608	12348.48476	19930.64649	8664.693931	9538.044944	13716.86581	13773.99954	9868.832029	11298.16914	21489.66631	19888.64962	12423.27483	10955.76784	9412.005438	9136.061702	13363.6339	10032.47346	33610.7407	11273.80384	13819.28084	16030.39808	20064.17483	19635.68888	28714.25156	21773.52965	23799.5871	28109.8312	17138.46849	21716.22519	9536.529773	22823.9487	8878.286724	12642.39803	13649.67116	26809.44783	7986.063806	12168.11719	5154.512393	8059.537582	26157.3053	9824.79553	15142.55804	8927.522312	11099.26949	7600.280805	4891.99974	9974.035561	12224.67511	10062.83581	10092.08042	12439.29758	6585.61523	10443.83465	10539.42468	7456.164755	8302.257551	10551.58358	11427.62398	7824.012655	11749.78677	10303.78055	11310.92529	10027.10815	14042.22168	10175.45434	12462.26098	10868.73448	10872.714	3374.811649	21654.10335	17047.46461	20013.2072	19460.10469	22165.37807	18715.61497	29533.66338	14249.11516	16925.15468	17675.40795
hsa-miR-200c-5p	27.386906	18.639149	16.326531	39.409737	43.221489	83.237408	65.336513	19.627326	19.35537	43.399243	48.846804	13.021354	11.496472	22.594339	44.229295	12.840709	11.545329	19.126145	14.113185	19.117515	18.976999	16.2633	19.528442	41.208138	18.07396	21.292848	23.388027	20.296761	14.720587	16.885309	34.514352	30.200679	41.720137	24.618075	15.055324	17.961405	14.946293	29.796775	46.734885	15.09089	28.946309	41.05471	48.418785	41.535216	63.782928	41.968846	59.813599	54.012586	30.447394	53.194433	32.698212	46.932383	15.428528	32.745065	35.037144	74.163435	29.525834	26.913103	36.982256	30.54209	61.169969	65.321182	30.500413	19.798767	40.740676	13.989434	18.487048	33.012187	32.077384	28.972002	32.657685	30.33168	18.018803	20.846882	31.081562	25.537572	24.278628	28.556021	28.848069	28.27877	55.416752	47.236065	55.156655	30.800459	56.51008	33.448753	52.497238	27.80526	28.438627	17.129575	43.860956	63.729326	69.453981	46.944264	56.096585	51.90193	45.476174	46.163961	35.54782	50.850222
hsa-miR-202-3p	0	0	0	0	0	0	0	0.124224	0	0	0	0	0.166616	0	0	0	0	0	0.119603	0	0	0	0	0	0	0	0	0	0.754902	0	0	0	0.245413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.514824	0	0	0	0	0	0	0	0	0	0	0	0	0.312605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-202-5p	0.476294	0.255331	0.326531	0	0	0.128058	0	0.745342	0	0	0	0	0	0.191477	0	0	0.262394	0.046087	0.119603	0	0	0.435624	0.566042	0	0	0	0	0	1.383987	0.189723	0	0	0.245413	0.181015	0	0.131105	0.353062	0.502194	0	0.181818	1.095266	0.36656	0	0.337684	0.132605	0	0	0	0	0	0.288513	0	0.237362	1.019302	0.216278	0	0	0.727381	0.530847	0	0	0.489909	0	0	0.150891	0.148824	0.326242	0.421432	0	0	0.28522	0	0.171608	0.151064	0	0	1.033134	0.400318	0.145697	0	0	0	0.601709	0.249396	0.59235	0.468909	0.795413	0	0	0	0	0.608602	0.121636	0.213383	0.086038	0	0.478697	0.160292	0.13725	0
hsa-miR-203a	4412.149592	2488.581921	3194.122451	570.69633	3264.11757	2209.248859	7165.015363	4364.59519	5402.159352	8411.267968	2571.355487	7400.154033	1432.560448	3346.642929	4776.763885	7598.697517	1198.352536	1597.010087	4289.451377	2689.543401	8102.516393	787.898826	3296.344391	3041.929173	2986.67539	6728.923627	2127.247454	1956.651856	1999.735029	1150.667427	6055.69989	2122.7441	3841.688285	2366.050511	8199.970957	3094.605729	4570.858962	2895.978625	734.283518	4964.539138	9743.953473	3487.267725	8105.304593	4677.608212	1213.864687	4515.571132	6057.953694	265.534926	6831.883142	1483.456931	2664.615782	4677.802921	1933.78788	3250.807701	3162.96738	5912.473835	2467.730285	4610.384333	4269.76945	2610.536375	2830.186061	6098.54876	2044.424749	3337.81388	3147.896352	2739.2502	1795.092578	2307.200744	2601.938656	2371.724473	3660.227733	2332.59808	1600.412956	1429.673119	2366.361424	2629.294713	2218.308945	3523.733054	2685.930182	992.058759	3713.927252	2332.167927	2952.385366	2190.698233	2028.32091	2242.785739	1714.909775	2506.636829	2572.490783	1015.212776	2885.339669	1724.16956	2807.959986	3057.351917	2741.247364	4842.339606	4824.064651	2968.438762	3051.759822	4393.732121
hsa-miR-204-5p	1.428882	79.280223	9.469388	2.979431	219.943675	590.217249	512.469385	5.962732	30.666949	3.23591	29.643672	12.074347	6.498005	124.460345	109.116584	3.001724	2.361544	13.595695	3.348891	2.07799	9.047175	34.414305	0.283021	40.14057	4.844566	5.371168	2.126184	15.443188	33.467316	24.094768	6.275337	55.657797	2.454125	3.43929	0.647541	2.359893	35.776954	3.180555	126.047741	30.363597	7.979794	3.6656	7.974859	10.299383	1.723863	30.438943	121.792395	574.732718	1.13822	89.808784	52.124797	73.00593	72.395398	143.594117	280.080875	186.148109	103.265481	118.320671	153.945275	99.749164	376.451918	63.198243	229.65017	60.472322	173.977781	107.748405	87.432872	74.172064	121.766388	194.048737	233.309927	101.657084	87.863118	204.843274	140.699571	126.612596	89.538203	67.787192	178.187829	117.718608	138.39831	92.817365	89.855208	126.818084	166.805435	104.410125	106.452733	71.223101	136.891022	49.675766	132.090909	114.678011	121.270785	105.30452	145.403724	275.890043	79.46363	53.056496	193.111134	395.597491
hsa-miR-205-3p	0	0.127665	0	0	0	0	0	0	0	0	0	0.710256	0	0	0	0	0	0.046087	0	0.207799	0	0	0	0.213514	0	0	0	0	0	0	0	0	1.472477	0	0	0.655525	0.470748	0	0	0.181818	0	0	0	0	0	0	0	0	0	0	0.096171	0	0	0	0	0	0.149877	0	0	0	0	0	0	0	0.150891	0.148824	0.108747	0	0	0	0.28522	0.183828	0	0	0	0	0	0.133439	0	0	0	0	0	0	0	0	0.132569	0.297382	0	0	0	0	0	0	0	0	0	0.160292	0	0
