miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50
hsa-miR-1307-3p	1014.257247	679.969059	715.27245	913.587162	771.724674	849.600787	1400.983247	527.504079	672.033142	1782.931242	543.629442	513.714757	729.826169	1439.646145	465.944237	833.293735	1509.998356	863.193747	1201.95007	337.600669	875.82796	277.340384	683.240921	973.507167	879.798473	1424.343321	3123.809754	735.046934	1034.693671	1930.663781	1446.251905	4012.407881	874.435286	1708.745704	1212.163367	346.05668	650.466227	623.150098	2136.55756	1265.294044	1099.497253	999.004782	1784.977662	1307.204315	813.088547	2146.805278	1134.535462	720.651561	294.230758	1036.685599	533.56503	1490.983666	576.217274	395.365486	2485.952545	326.456626	370.025941	986.441619	305.354085	1012.339643	284.345045	312.007347	757.620355	691.341702	131.468353	1285.265267	281.556641	471.785631	269.471172	393.579652	267.985234	262.343234	149.284774	511.110357	813.862275	843.368967	508.192355	484.001765	1044.647317	302.661553	389.417762	925.441616	966.997586	947.187668	474.123201	308.397994	290.981011	549.040446	469.309938	240.967156	759.238711	582.49007	676.884555	385.323668	669.800266	681.035327	165.298347	564.643719	445.060491	1012.67537
hsa-miR-130a-3p	43.416048	27.334305	75.405229	20.622428	46.68485	16.030205	66.008634	96.080144	55.139948	113.254855	57.279979	32.561148	380.633882	29.130841	213.978521	112.576683	65.254901	65.511528	75.78854	103.500119	106.178546	112.148568	80.112512	68.929407	171.877601	112.801317	25.09677	167.066412	75.155912	69.669213	156.144012	96.417916	38.233418	79.117017	36.313755	54.737367	56.237708	53.85831	76.392933	85.618706	136.660673	84.42294	41.365154	63.861919	86.603574	370.835788	67.278025	48.933129	66.372615	19.417138	163.902718	112.052454	117.527795	69.866088	76.570196	176.925792	251.926244	56.460804	219.333603	240.460723	308.261919	123.799162	84.891018	98.546514	237.086188	118.154584	137.407938	113.740383	196.461741	259.4932	138.35829	191.556489	310.002257	131.334567	198.617169	146.764458	145.326235	88.153846	107.572377	206.178828	102.478358	120.670328	80.36356	185.36361	101.727583	100.19855	181.589654	95.227171	71.099215	83.393537	104.419228	88.337189	257.176962	175.058215	115.959381	61.812844	194.352493	143.472747	77.911047	136.665003
hsa-miR-130a-5p	0.364841	1.581323	0.646331	0.539149	0	0.128242	1.200157	1.338164	0.963143	1.665512	0.265185	0.50094	5.240267	0	0.480851	0.565712	1.74013	0	3.929776	0.288301	1.450527	0	0.913831	0.965399	1.074235	2.176231	0.492094	1.131886	0	0	1.706492	2.370932	0	0	1.022922	0.76663	0.497679	0.944883	0.611143	0.358237	2.070616	0.541173	0.570554	0.982491	0.410443	18.453913	0.735279	0	0.952717	1.894355	1.762394	0	1.324257	1.148484	0.396737	2.282913	5.637926	0.324487	1.861915	2.404607	3.321788	1.115308	0	1.5161	2.954345	1.069272	0.518521	0.710877	1.327444	2.095101	1.343284	2.971962	5.056774	0	0	1.053333	0.599284	0.337754	0	2.243783	1.07872	0.453648	0.658718	4.073925	2.119325	1.231949	1.093913	0.712422	1.377891	1.181211	0	0	3.263667	1.222474	0.337091	0.547016	1.692474	0.56044	0.509223	1.231216
hsa-miR-130b-3p	20.06624	5.873487	9.479515	16.713604	5.041087	8.463948	15.201988	8.028982	4.815716	14.989613	3.712591	5.760818	6.193042	18.061122	4.327656	15.839935	25.666927	4.617553	14.596311	6.054324	7.542738	9.093127	10.052141	11.198617	17.18776	21.399607	15.2549	4.753922	5.199466	17.712512	16.211673	12.644973	6.475014	46.378941	7.160459	4.139801	3.483752	8.503943	22.001164	9.672407	12.423696	18.941044	9.984692	8.84242	4.514878	44.816648	9.558626	12.074409	3.652081	12.313306	8.371375	2.744142	1.986385	2.775502	4.364104	5.136555	8.605255	4.86731	4.096213	4.007679	3.321788	3.62475	5.972232	4.5483	8.863035	6.95027	2.074083	2.843509	2.212407	4.190202	6.04478	3.512319	4.177336	2.188909	2.006235	1.755556	2.397134	1.013262	1.912398	3.73964	0.53936	4.536479	17.785379	6.789876	11.202144	0.8213	3.008262	2.612217	1.102313	2.126181	2.294928	3.212261	4.569134	2.200453	2.022547	0	3.10287	4.203303	3.055336	8.002905
hsa-miR-130b-5p	14.95847	9.939746	15.511933	21.296367	4.602732	5.001424	24.803245	12.043471	9.631432	16.238748	10.077033	15.529163	6.66943	42.531027	2.885104	13.011376	45.678429	9.523702	15.719104	5.477722	11.894318	11.113822	9.138309	12.550172	25.78164	10.51845	16.239088	3.39566	11.344288	24.207099	34.129839	7.903108	8.325018	30.919294	15.855301	5.979712	6.469824	13.228358	34.224034	11.105356	24.847395	35.176225	17.972446	22.106049	8.208869	44.816648	8.823347	6.354951	4.446012	42.62298	5.287184	4.116213	3.807238	3.062623	5.157579	4.565827	9.198721	3.244873	8.192426	4.007678	5.64704	2.78827	8.958348	3.79025	6.277982	14.435175	4.148164	3.791347	1.327444	2.993001	8.731347	7.024638	4.836916	2.18891	4.681213	3.511111	2.996418	1.351016	2.868596	1.745165	0.53936	6.351071	23.05512	8.826839	7.871777	5.749097	3.281741	1.899793	4.409254	3.543634	2.677416	3.212262	10.443735	2.689442	4.045093	2.735082	5.359502	2.802202	1.018446	4.924865
hsa-miR-132-3p	125.140373	57.153545	73.250792	61.328144	127.451834	187.104536	70.409208	44.694662	52.250518	92.01957	62.053312	82.905696	44.780459	36.704859	64.914831	97.868171	49.593723	55.410632	110.03373	70.345486	72.526329	76.281233	73.411084	29.541174	42.9694	67.463165	54.622384	64.743894	103.516634	60.812957	82.764858	68.757039	32.066738	98.214229	95.131809	34.345015	54.246992	84.566996	40.335468	95.64935	100.079787	59.528997	93.570828	62.388181	66.902286	47.452921	58.087038	24.148818	46.683131	44.517336	82.832556	39.332698	85.5801	91.400155	341.193617	89.604353	347.47424	38.938483	193.639175	1166.234502	68.428831	44.054658	81.478315	39.418605	77.551557	69.502697	73.111394	89.096633	92.036133	115.829144	34.925393	253.157168	56.503959	60.19501	200.623405	60.040005	71.914013	40.868257	55.937636	58.089079	45.306222	53.0768	66.530488	63.824834	57.524527	52.563174	50.593503	53.19423	60.076081	28.82156	60.050619	43.36553	66.578807	83.128203	55.620052	27.350816	64.59611	39.791269	69.254265	96.650476
hsa-miR-132-5p	3.648409	2.484937	2.154437	1.752232	2.410955	2.693075	3.200418	1.338164	3.130216	2.914647	1.06074	4.007525	0.476388	1.165234	0.961701	2.82856	1.305099	2.020179	1.68419	2.018108	2.320841	4.546564	3.350713	0.965398	0	2.901641	1.968375	1.358263	3.308751	1.180834	6.825968	1.580622	1.233336	1.818782	4.091691	2.29989	1.493037	3.77953	1.83343	2.865898	10.353082	2.164691	3.993877	4.421211	3.69399	3.515031	0.735278	0.635495	3.493295	0.947178	2.202994	0.457357	0.993193	2.584089	5.951052	5.136553	21.661504	1.297949	7.44766	12.824572	2.98961	1.672962	2.559528	1.5161	4.062224	1.069272	1.037042	2.843509	1.327444	2.993001	3.35821	6.48428	3.078039	2.18891	5.349958	1.755555	1.79785	0	1.912396	1.246546	1.61808	1.814592	0.658718	2.036963	2.422087	1.6426	1.914349	1.187371	1.929048	0.236242	1.91244	2.676885	0.652733	0.977979	1.011273	0.547016	1.410395	0.84066	0.509223	1.846824
hsa-miR-1322	0	0	0	0	0	0.128242	0	0	0	0	0.265185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1323	0	0.225903	0.215444	0	0.109589	0.512967	0	0	0	0	0	0	1.905552	0.582617	0.480851	0	0	0	0.561397	0	0	0	0.30461	0	0	0	0	0	0	0	0	2.370933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440599	0.914714	0.331064	0	0.793474	0	0.296733	0	0	1.603071	0.332179	0	0	0.75805	1.107879	0	0	0	0	0	0	0.810535	0	0	0	0.351111	0	0	0.478099	0	0	0.453648	0	0	1.513803	0	0.546956	0	0	0	0	0	0	0	0	0	0.282079	0	0	0
hsa-miR-133b	0.364841	0	0	0	0.219178	0.512967	0	0	0	0	0	0.25047	0	0.582617	0	1.131424	0	0	0	0	0	5.051737	0	0	0	0.72541	0.492094	1.131886	0	0	0	0	0	0.909391	0	0.459978	0.497679	0.472441	0.611143	1.074711	1.38041	1.623519	0.285277	0.491246	0	0	0.735278	0	0.317572	0	2.643593	0.457357	1.489789	1.244191	1.586947	0	0.296733	5.191798	0	0	0.332179	0	0.426588	2.27415	0.738586	1.603908	0	0	1.327444	0.2993	0	0.270178	0.21986	2.188909	0.668745	1.053333	0.898925	1.351017	0	0.249309	0	0.907296	0	2.71595	3.330368	1.642599	0	0.237474	0.275578	0.944969	0	1.606131	0.652733	0.244495	0.337091	1.094032	0.282079	2.241761	0	0.615608
hsa-miR-134-5p	217.445078	464.231367	266.934508	973.028287	361.97197	247.506342	510.466767	566.846089	328.672604	763.637529	626.10201	204.884773	612.15837	491.72859	438.535753	591.734722	227.087048	431.163979	193.681818	346.249706	444.151246	953.26284	363.400097	526.721054	426.471299	348.922403	58.559131	569.338785	379.088317	443.403211	133.10637	404.639124	107.608573	232.804098	236.295137	520.388288	551.42814	937.796013	512.749369	405.166355	732.998169	883.735001	381.129959	682.831265	476.524888	215.295659	734.17606	200.180988	818.066306	207.431839	592.605256	325.180793	537.48276	478.91767	812.120152	683.732585	1944.7875	252.451178	964.844435	806.344956	511.22316	561.278634	1203.404854	621.980118	612.288006	451.232897	742.002859	699.977274	500.446464	1119.083136	416.418159	1779.124826	697.175285	441.065256	600.532722	584.600054	653.518588	270.203358	349.490704	356.013752	351.123217	355.659915	344.509358	708.184043	1053.607105	491.95845	554.887659	688.675304	481.159809	513.590783	372.160839	428.8369	956.254458	376.032868	562.268165	326.568747	498.715834	373.533537	624.816044	910.484421
hsa-miR-135a-3p	0	0	0	0	0	0.128242	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135b-3p	0	0	0	0	0	0	0	0	0	0	0	0.25047	0	2.330468	0	0	0	0	0.561397	0	0	0	0	0.19308	0	0	0	0	0.472679	0	0.853246	0	0	0	3.580229	0	0	0	0	0	1.380411	0	3.138047	1.473737	0.820887	0	0	0	0	0	0	0	0	0.095707	0	0	0	0	0	0	0	0.278827	0	0	0	0	0	0.236959	0	0	0	0	0	1.094455	0	0	0	0	0	0	0	0.907296	0	1.357975	0	0	0.820435	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135b-5p	2.553885	3.388549	1.938992	0.94351	3.506844	0	2.800366	5.887921	0.963143	5.829293	7.425182	4.257995	5.240267	581.451581	2.404254	1.131424	1.740131	1.731582	75.78854	5.477723	4.93179	1.010347	2.436883	4.054671	0	1.813526	0.492094	2.263773	3.308751	6.494588	25.597379	2.370933	0	1.818782	616.310911	0.306652	3.483752	2.362206	1.222287	24.360135	99.389581	0	127.518783	23.08854	4.104435	76.451928	7.720428	1.27099	1.905434	18.943547	8.811974	0	2.979578	3.062623	1.190211	6.84874	13.352982	0	4.096213	6.412286	5.979219	11.431905	15.357169	3.0322	17.356778	0.534636	6.740767	5.923978	5.309776	7.482503	8.059706	4.593033	3.078037	2.188909	2.006234	6.671111	2.097492	2.702033	1.434297	3.739641	0.53936	7.258366	3.293588	5.431901	1.513803	4.517149	11.212614	3.799587	1.929047	6.378542	1.91244	0	0.652733	4.889894	1.348364	2.188065	2.820791	3.362642	1.527669	3.693648
hsa-miR-136-3p	4.378088	5.42168	13.142056	5.930633	8.328754	6.540325	14.801935	15.790329	7.945932	5.412915	6.629626	3.757055	6.193042	2.913085	8.655311	14.1428	5.220392	11.543881	1.684191	9.513939	12.474528	7.072432	9.442921	7.723183	11.816585	7.254103	2.952562	14.940899	7.090181	8.265839	5.119476	3.161243	2.775006	5.456346	3.068768	5.213083	5.474468	5.196855	5.500289	10.030643	13.804107	18.941044	7.702477	14.246121	11.492416	0	13.602661	7.625942	20.483414	3.78871	8.371376	5.030927	10.594054	12.250493	3.173895	9.702382	31.156957	4.86731	36.86592	44.084467	12.290615	8.643636	13.224229	6.0644	21.418999	3.207817	7.77781	12.795792	21.681588	31.426512	4.701495	29.449443	21.766118	6.566728	10.699916	14.044445	16.480294	4.390804	4.302894	10.7203	5.932958	8.165662	5.928459	19.690641	16.651838	7.391697	10.939135	11.398763	3.858096	7.795996	15.29952	6.959901	21.540202	18.09261	12.472374	1.641049	22.848406	6.725284	8.656784	7.387298
hsa-miR-136-5p	29.552099	32.530081	26.930439	26.418277	7.890397	4.873183	72.40947	78.684019	36.599442	57.460185	40.573318	17.783397	43.351295	58.844298	11.059564	50.348366	38.282875	45.021137	15.157708	34.88444	54.249694	40.413899	52.392975	40.54671	37.598225	40.260276	17.715368	52.293145	25.997328	45.462112	23.890887	26.080257	14.183364	30.919294	19.946992	19.932376	19.409475	25.984273	26.279168	16.478915	53.145816	120.140338	55.914277	162.111021	37.350355	14.060125	44.852015	16.522874	67.166546	19.417136	29.520116	30.18556	14.897889	3.923986	7.141262	23.97059	128.188617	18.495778	166.827598	128.24572	22.255979	12.82604	46.924683	11.749776	50.223865	12.296632	14.518576	22.985036	25.66392	55.07122	14.104485	135.089202	46.830129	15.322366	26.749787	28.440002	41.050915	6.755083	19.123978	20.443366	13.483995	14.063084	25.68999	41.418243	44.80858	12.319495	16.135225	9.49897	8.26735	23.151746	17.21196	10.172161	47.649539	46.69849	19.888382	9.846294	67.698981	6.445064	3.055336	4.924865
hsa-miR-137	0	0	0	1.078297	0	0	0	0	0	0.416378	0	0	0	6.991402	0	0	0	0	2.806985	0	0	0	0	0	0	0	0	0.452755	0	1.180834	0	0	0	0	0	0	0	0	2.444574	0	0.690205	1.082346	1.141108	0	0	0	0	0.635495	0	0	0	0	0.496596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236959	0	0.2993	0.671642	0.540357	0	0	0	0	0	0	0	0	0	0.453648	0	0	0	0	0	0.237474	0	0	0	0.535377	0	0	0	0	0	0	0	0.615608
hsa-miR-138-1-3p	0	0.225903	0	0	0	0	0	0	0.240786	0	0	0	0	0	0	0	0	0	0	0.288301	0.58021	0	0	0	0	0	0	0.226377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410443	5.272547	0	0	0	0	0.440599	0	0.165532	0.191414	0	0	0.296733	0	0	0.801536	0	0	0	0.379025	0.369293	0.534636	0	0	0	0	1.343284	0	0	0	0	0	0	0	0	0.249309	0	0	0	0	0	0	0	0	0	0	0.382488	0.535377	0	0	0	0	0	0	0	0
hsa-miR-138-2-3p	0	0	0	0	0	0	0	0	0.481572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-139-3p	4.013248	5.195776	12.495724	2.291381	30.684878	45.910504	4.800628	6.690819	6.019645	15.822369	7.425182	3.506584	2.858327	3.495701	77.416947	34.508431	1.74013	5.483343	0.561397	4.612819	7.542739	20.712124	9.442919	7.916263	5.371175	3.627051	9.349778	11.54524	4.254109	2.361668	3.412984	11.854663	6.16668	6.365737	5.626074	5.366409	8.958219	34.015775	0.611143	18.270102	25.537601	11.364626	2.567493	8.351175	10.67153	2.636274	10.661544	6.990446	13.179252	4.262297	95.16932	146.354225	75.482642	110.82867	296.759098	79.331243	36.498148	159.972276	30.163025	99.390431	57.79911	60.22662	37.539747	114.465567	28.804864	159.321568	47.703889	51.89405	43.805657	32.025113	53.059734	31.070517	38.915178	82.084104	58.180787	97.960007	54.235151	56.067198	83.189305	33.656762	64.183814	85.739445	9.222049	89.626361	113.232489	111.286095	53.875244	85.490727	74.681735	76.306266	73.820186	55.679198	55.48234	30.07285	120.004476	94.633825	36.952361	79.022098	107.955178	100.959733
hsa-miR-139-5p	65.671333	39.758988	81.868533	11.052545	80.98616	52.963793	56.807431	56.738135	37.321798	134.490142	28.905175	72.886881	19.055513	18.643738	406.799613	237.033317	26.536992	65.800125	16.841898	38.632357	64.40338	138.417604	59.399008	19.887195	23.63317	33.368879	121.547103	78.779282	38.286974	37.196275	49.488265	75.869837	40.083423	18.18782	58.818053	14.719292	44.791094	131.338685	36.057464	79.170438	186.355467	123.928547	24.248538	37.825908	59.514305	18.453914	54.778284	32.410255	55.733942	43.570159	534.00563	943.527395	272.962448	312.291837	410.225811	211.169495	202.075113	760.922893	176.881939	548.250449	271.057895	179.564551	231.637304	506.756499	113.742282	1179.941948	206.889687	253.783229	238.054993	240.936592	194.776235	193.717918	121.362588	425.742888	501.55851	381.306703	288.854618	291.144118	615.792102	248.312113	295.0298	432.326404	40.840498	552.695888	463.223816	391.759903	159.437903	241.748779	123.734681	233.171159	384.782943	297.669559	402.736518	205.864548	343.83305	231.387905	237.228515	353.077462	289.238398	463.552919
hsa-miR-140-3p	544.70722	213.704558	498.536282	313.514861	1240.545771	974.892854	339.644423	476.118595	352.510398	794.865887	472.029469	384.722506	213.421755	1641.231558	1717.598365	741.082682	311.918417	484.265831	373.328722	574.295932	610.381593	660.262073	909.870987	352.177131	519.929744	399.701129	471.425609	804.318371	592.266409	400.893182	591.299451	614.861796	432.284299	378.306658	288.464193	336.090492	382.217339	814.488828	327.572895	1005.213785	1029.096298	806.347311	512.072064	437.699756	660.403567	419.167468	697.779746	475.985907	571.153821	339.08949	1476.005661	1680.329445	1781.291029	2072.247276	4627.537581	1058.70112	898.507257	993.904826	968.19588	3882.639139	1511.413498	1148.488174	1496.044247	1324.313544	949.083339	1620.482124	986.226025	1410.380754	1657.092844	1563.543809	1205.597733	1105.029696	911.75841	1551.936803	1471.238294	1477.475692	1847.291193	1761.388141	1432.864075	1855.858806	1535.017938	1776.938632	482.840075	1833.266454	1414.195057	1342.824821	1284.801493	1337.929883	969.484652	1194.677367	1663.440377	2062.807207	1606.376945	1096.069796	1936.589097	1630.108654	1287.973132	2237.278141	1861.717571	2855.806106
hsa-miR-140-5p	44.875411	36.370438	28.653987	39.492628	39.890341	17.440862	32.404237	41.48307	15.651077	69.95153	32.882952	62.367125	25.724943	194.594016	46.642509	67.319725	27.407059	21.644778	34.806588	30.559923	46.416851	58.600153	52.392973	49.042211	46.192105	36.995929	47.733074	43.238054	25.997329	25.387933	66.553185	36.354296	32.683406	31.828685	36.313755	24.378827	37.82359	56.692957	50.724908	41.555523	103.530815	66.564243	43.362092	33.895942	26.26838	62.391803	43.749096	26.055302	18.260407	33.624796	123.367637	51.223979	43.866008	46.992121	12.298839	41.663171	79.821153	91.505439	54.740305	70.535145	63.778329	44.054657	63.561617	60.264983	77.551556	85.007145	63.778024	59.239782	55.752656	71.233426	59.776155	53.765502	61.340873	25.172459	50.155851	51.96445	53.93551	36.477453	42.550851	48.366013	32.900947	41.281955	36.888191	69.935722	112.324205	66.114616	102.00744	33.008919	33.34498	91.189532	31.364017	43.900907	93.340879	43.031069	58.316781	24.068717	41.465626	73.137473	33.099465	25.855541
hsa-miR-141-3p	1200.690864	2069.726422	2118.671459	564.084136	482.410113	1060.814748	795.704074	290.113863	687.202647	572.519956	472.825021	1435.195294	1051.864346	1059.197367	200.514703	738.254122	848.313685	759.876004	2646.423456	960.9078	821.288161	225.307489	636.330931	1949.138211	779.894617	1773.628429	2490.977469	562.547467	1150.499954	1346.74131	2203.081073	1407.543518	1781.862312	850.280592	2757.799529	369.51555	971.966748	840.945543	3038.60532	594.315635	479.692774	708.39505	694.64929	1206.498983	390.331752	3507.122334	791.527819	524.283542	241.831321	636.503171	259.512636	2.286785	144.675062	134.755411	114.260187	170.647781	651.328743	2.271411	383.926904	286.949795	272.054432	244.531229	197.936848	120.908992	963.48577	10.158087	226.593468	133.881908	330.976086	295.409213	278.059867	325.564981	629.018765	154.318117	256.797958	207.857797	141.730534	106.392572	111.875273	170.028976	130.525068	192.346689	1311.506944	91.663324	9.991102	95.270753	362.905827	105.438562	167.55164	143.871567	74.202675	77.094275	195.820026	396.081434	84.272807	58.530749	335.10996	135.626581	47.866919	49.86426
hsa-miR-141-5p	651.240714	751.128611	614.660329	1049.856949	1215.559515	1773.709954	955.324956	220.261724	898.853355	436.364302	633.792379	579.588466	372.058902	670.591951	201.476405	704.877117	772.618	686.28376	4289.631232	776.106752	511.165572	223.791966	408.177813	808.617221	454.40141	482.035211	1393.608888	598.315073	802.135751	866.732243	870.310881	602.216823	530.642851	493.799317	706.839566	283.806342	857.998296	752.599017	808.542806	838.633453	594.957082	544.960899	567.130508	751.114393	344.362084	1236.412209	685.647646	656.466544	250.24699	756.321108	182.407863	2.744142	230.75176	255.154777	105.531979	256.827766	511.567539	2.271412	485.959856	306.186654	251.459345	438.594779	341.27043	114.465567	527.71988	14.969812	332.371652	214.684973	358.409933	308.87772	382.164407	425.260816	476.436092	198.096306	259.472936	154.488903	221.135589	145.57206	107.094277	196.206458	252.420378	221.833799	1046.702426	88.268386	3.633128	171.240963	447.137172	241.748777	451.672924	232.226192	118.571285	100.115481	161.225155	356.717787	91.688814	98.462938	316.210661	184.665118	107.445954	104.037774
hsa-miR-142-3p	2712.955713	1260.314745	847.554762	863.985498	2982.570115	222.242742	4899.440844	2784.18312	2445.420486	14949.22476	3500.443256	1249.095801	2775.435539	8578.449939	379.391129	3262.460938	2879.046132	2882.507237	9826.124254	1242.866346	4240.759563	1361.948393	26999.74382	2925.155412	989.370444	1681.501307	2764.581473	1700.093156	1444.506104	2910.756099	4763.672201	4122.261081	1442.386555	3484.786342	1371.739306	723.085202	1506.971485	3800.790395	5640.243061	2513.034461	10153.61212	1666.270711	6723.121067	4166.253205	4101.151333	13830.76883	7000.59116	840.124657	510.179938	737.377561	853.439688	577.64183	256.574769	158.682154	103.945032	203.1793	1021.354682	1014.67202	1328.662656	1046.004145	1011.152238	273.250405	6720.467948	562.852208	1242.671377	804.627382	562.076243	931.249388	776.554855	388.790851	312.985262	903.476601	863.169405	442.159708	366.472086	350.760031	540.853303	170.903625	277.775783	414.102831	314.986112	971.260049	8117.378224	571.028552	1404.203954	197.52255	422.250637	302.779658	324.631303	738.493464	286.866011	194.341817	480.411796	1002.672815	562.268165	179.421356	1131.701317	176.818951	209.799684	205.613115
hsa-miR-142-5p	32.470825	21.460817	48.90568	16.713604	237.259859	20.775145	74.809785	36.130416	37.803369	273.560446	89.367375	27.802213	85.273425	210.324671	11.540415	63.925453	56.119214	49.638689	230.172598	27.100309	67.304432	47.486331	598.254645	112.179229	21.4847	27.202889	38.875391	34.182965	24.106614	46.05253	76.792137	69.547352	19.733376	60.929197	29.153297	27.138694	38.818948	123.307183	130.7847	90.275793	406.530999	22.729254	105.552459	58.949465	76.342486	367.320756	219.480774	23.513321	9.209597	6.630243	48.465857	8.232426	13.077036	26.415124	1.586948	24.541318	35.904682	44.454768	26.439194	52.099823	38.200562	19.239059	142.906992	42.07178	63.149125	46.513343	30.074191	37.202581	25.221438	14.067104	16.791055	24.856413	39.354897	13.133457	5.349958	12.288891	10.187819	5.404066	4.302894	14.709251	4.854239	24.496984	127.791236	24.443554	66.001827	11.087545	22.972185	17.335621	12.676603	46.539734	7.64976	8.030654	11.096468	19.804072	23.259295	4.376131	16.924746	9.247266	10.184452	9.84973
hsa-miR-143-3p	52825.65502	31964.19342	31688.07745	25425.9745	59837.81289	173287.7819	20727.91121	27785.89597	23225.71573	26065.27227	51055.55601	36270.61622	30933.7678	16912.20081	87068.09998	41582.09273	17141.59182	38951.94253	40407.07989	29960.25768	31716.92451	68493.47593	32260.97306	48611.44901	28503.75176	24556.9556	31281.40172	52917.71979	36281.39887	23452.54641	31581.19275	20447.71107	10687.7822	39958.6409	30169.05843	73927.02881	50594.52713	71097.22134	49903.531	74409.46377	82930.94356	52196.10583	18488.79689	25030.92391	37129.12839	31953.39069	72297.77622	21571.88467	34383.71438	21852.32842	137365.4577	68872.46876	70849.56375	161114.8331	30276.17243	97491.2493	113915.7646	212430.8517	80688.70007	58343.78669	92534.71352	132236.7442	54438.60587	146893.0558	164887.1662	91003.6243	108798.5672	101529.6423	88722.38805	67250.6411	157282.482	88426.96186	162208.7903	54626.42429	79696.30967	86398.6214	79113.80362	86344.49645	74047.08801	66183.40542	98952.02395	73567.61826	28508.64336	75950.19219	182637.0393	171023.7294	152785.268	118854.9087	105751.2652	224519.2587	81927.02052	113143.3424	60629.79636	72837.90881	110675.1398	79932.21374	75447.69478	110132.9869	68130.91908	49909.81341
hsa-miR-143-5p	98.87184	82.228816	66.141159	127.104263	16.328739	11.541748	78.810308	112.941005	45.026943	155.725427	76.903677	105.698502	55.737377	82.14897	89.919065	127.850906	50.898821	84.847529	76.349935	41.227068	77.748226	126.798608	65.795825	61.013142	108.497736	95.754173	78.242872	64.743895	109.18878	75.573383	116.894697	48.999271	35.458412	57.291633	83.368196	24.072175	51.26092	52.440986	108.783537	36.540203	128.378208	337.150585	51.635122	171.935931	37.760799	70.300624	47.425493	22.877827	46.841917	113.187694	143.635178	252.918394	58.267301	19.524222	24.200943	30.248603	174.478952	295.607998	188.798196	164.314826	122.906154	32.343926	95.129131	101.199689	116.696628	536.240043	38.370518	79.855227	59.734988	28.43351	57.761228	186.152923	83.546709	44.872645	197.948426	126.400012	65.621537	23.305038	118.090565	52.853581	28.586071	115.226556	59.943311	251.904395	128.976045	34.905233	109.117879	28.734382	23.699738	76.306266	57.373202	39.617891	251.302365	134.227599	55.28296	111.044314	102.394709	58.285801	17.82279	37.552095
